rainfall_24h,rainfall_72h,soil_moisture,slope,elevation,historical_landslide_count,target
23.463404498842955,73.49080670134379,20.24276593018754,20.220717689649213,883.8518711073722,2,0
150.50607154587604,214.6442465917305,27.496277965376766,28.49958211587996,1107.3253464739155,1,0
65.83728467727246,258.6277818679171,57.77637820527427,52.20274615322797,468.173449271565,0,1
45.64712768879766,87.19933664170154,26.522533473879424,37.63144996573957,610.7478375290821,1,0
8.481243523117314,212.23421558249953,72.25268610406604,5.576189284272385,1934.376922028368,1,0
8.479814595730259,17.706084811663086,48.57759418339328,3.457346454712919,1631.6153732727419,1,0
2.991938430434034,152.95994310503872,51.71189407889051,29.03534324821131,1991.5865075904735,1,0
100.56154322399698,288.65185118653164,44.43254064784212,11.808890776877924,1714.0143897008368,2,0
45.954107681363226,66.02111257438509,65.45695677087446,39.728201214494966,2204.3386011475955,1,0
61.562503085229515,117.8352085413479,65.66319775554021,30.63394597447469,2378.2139981549944,0,0
1.0399653999569312,19.13219198542756,56.70108703824343,32.480771535357945,0.0,0,0
175.1778737579156,297.8011223869697,61.295782118152964,19.398852275364703,645.6903495856375,0,1
89.32147716773375,165.9680813184733,45.75820660159149,56.12075482930059,1268.624042509961,1,1
11.93438126244735,112.80880120415968,60.84406013818097,72.6389059201569,1477.322474512659,0,1
10.033949437483168,31.910136797020442,43.242444490523866,25.82122914364928,829.9094261819665,0,0
10.130571141612853,33.92404424498231,50.04463244324804,35.29558872622501,2412.0236709883056,3,0
18.137686473023855,22.375979094356495,44.50712501267405,31.46126014596469,3479.9483682905984,1,0
37.19639154304272,76.06715208667475,40.85562921361608,26.10469704838397,1686.161955581734,0,0
28.27685333901683,110.31689386269818,36.217764045564195,17.51894298400805,1584.3410321982112,2,0
17.211149627697075,212.3581470537611,59.35380207717771,13.725480187792844,2349.456255104331,1,0
47.318543694989934,157.25803741835549,76.21211825626926,12.966041017117139,0.0,1,0
7.511726436366933,64.67485156803708,73.42203943339119,36.07860038323718,1528.4689404384105,0,0
17.275775600120113,323.2924329865549,24.868693281091293,22.20488282694547,2479.0358254675166,3,0
22.81386091104235,149.84121996097318,75.78406102813747,0.0,856.8460027988882,1,0
30.446734392988752,296.6090211042163,43.636829967641425,36.672873308974836,273.4394200980346,0,0
76.8968005515456,151.88717417181113,62.014660302911835,29.42608076303766,1314.1943899002217,1,1
11.136793106434514,41.09934092789794,31.87569335905578,50.20009502101719,1439.3145667980793,0,0
36.10145775165638,41.528776671509476,52.83959827748011,35.59683595636514,591.3477180845416,1,0
44.875236065488025,174.36892581571144,56.27446365793814,7.819896055345541,3596.161276050951,1,0
2.3781924878204275,15.309707322908956,20.307904161606945,0.0,1021.3036189920543,2,0
46.7666510324805,82.83138025623819,62.165343326883786,19.20791423493094,346.3406485734313,0,0
9.348062598870822,85.3774329052902,76.9187001567663,20.62338868959521,1406.3786809293886,0,0
3.363196543965212,86.4700934390508,46.507041086367444,44.1473880150025,2407.860637704491,1,0
148.68438967534655,240.45936850007152,77.20336261656026,29.8669360156564,1517.414248998231,0,1
168.53151712305862,186.7143246226356,46.20613013095185,47.005327471477635,1985.5939200440023,3,1
82.61657864064384,130.37781364072006,66.99169062093235,10.127504164460479,628.4894056668428,1,0
18.164392998437915,114.18714688247488,5.6286006809780105,44.47896576570672,2987.688446403514,0,0
5.138865750125312,355.1926864029716,98.37555558626927,40.8148373014638,2061.7110279184435,2,1
57.63753815493309,187.69734015258607,79.90916490485914,0.0,2547.7015688776096,2,0
29.004542129269918,284.8862462122925,44.30748991492642,49.839267618911585,1865.1606324751692,3,1
6.507611697722432,150.1452120785576,10.558219467123642,31.401877376495293,2324.8840377287843,2,0
34.177361406707504,123.75682554511438,55.76056736610978,35.88066755802758,626.9474403227726,0,0
1.7496860721739542,23.07190037994823,21.121489058524862,17.02655831357366,1008.5895833104375,0,0
120.02114436965118,229.88806896641967,58.89707075114976,49.12870519382959,2846.48059555603,1,1
14.972888842034305,112.62462933840352,58.231314383285635,12.212215061416952,3059.741947283964,0,0
54.31278992824902,146.56106885796814,31.171936619959503,42.48138027560919,352.9344002809232,0,0
18.677329082881183,85.96980655222073,72.41934047228756,42.30911213863007,1749.7360678638122,0,0
36.70554479546143,111.92238199899768,66.11149405612346,15.387488577416669,1069.0561995147725,1,0
39.561189899089875,80.2742183413081,69.51646674577127,59.75060399133861,802.9685306351384,0,1
10.219429975395288,83.47326086830181,50.177154073377906,33.472927203262785,1784.83969535545,2,0
174.64035663681133,196.64966571696138,21.68951866172587,39.80838915406537,2640.962932365408,0,1
74.61226885690704,238.177315459078,69.55744544422275,7.093188069963663,1951.6624732841938,1,0
140.25472096457912,160.80681487330136,44.592572017284176,61.76595004512848,1180.487550080965,1,1
112.60759987670983,121.48703715014946,22.204397136146618,11.631645896623652,2014.86117993516,0,0
45.55272061916375,102.86645457913195,77.04078731948653,45.37329649148896,1140.023826419099,0,1
127.47176896347025,234.85615817725898,91.9881504100502,15.078424231024568,1912.1143007306018,0,1
4.6327729476557815,62.20774152399646,49.17503742041594,20.715167957284763,2896.465700455733,6,1
10.906734731563372,43.307339549111035,93.18242309206583,41.83131065828171,0.0,0,0
2.314098284341598,83.9973748635271,51.82629457222699,45.41329070512736,2297.2522985400333,1,0
19.67660434015434,62.294776954886686,42.390881916672974,10.93073626328847,0.0,3,0
24.60651458971093,294.7154978562316,37.39083091629045,46.35708253585491,2728.3277105444613,2,1
15.828022160441286,271.763208913012,82.74164815985485,45.67470742699791,862.9743901271393,2,1
88.22789326204669,158.01810398922834,34.39712237224457,15.930698867326614,282.32862239351607,1,0
22.061349976493506,61.793782517339224,64.70538619949974,53.97971390386665,2195.2692270887474,1,1
16.49014200671246,150.10062687779538,38.81672329881583,8.147135576279428,1864.1700631424108,0,0
